"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently Using","Employment","Employed"
"158","Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Associate degree (A.A., A.S., etc.)","C;C++;Groovy;Java;JavaScript;Objective-C;TypeScript","MongoDB;PostgreSQL;Supabase","Amazon Web Services (AWS);Digital Ocean;Firebase","Express;Next.js;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","Writing code;Documenting code;Debugging and getting help","Employed, full-time","Employed"
"159","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Research & Development role","Some college/university study without earning a degree","Bash/Shell (all shells);JavaScript;PHP;SQL;TypeScript","IBM DB2;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS)","Express;NestJS;Next.js;Node.js;React","Other","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Committing and reviewing code;Deployment and monitoring","Employed, full-time","Employed"
"160","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Dart;HTML/CSS;Java;PowerShell;R;SQL;TypeScript","Oracle;PostgreSQL","Amazon Web Services (AWS);OVH","Spring Boot;Vue.js","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT;Perplexity AI","Project planning;Writing code;Debugging and getting help;Committing and reviewing code","Independent contractor, freelancer, or self-employed","Unemployed"
"161","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;SQL","Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE","Other","ChatGPT;Phind","Learning about a codebase;Writing code","Employed, full-time","Employed"
"162","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL","Cassandra;Elasticsearch;MongoDB;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean","Django;FastAPI;Flask","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase;Writing code","Employed, full-time","Employed"
"163","Durban Campus","Data Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL;Swift","Cloud Firestore;MongoDB;MySQL;PostgreSQL;Supabase","Amazon Web Services (AWS);Google Cloud;Netlify;Vercel","Angular;AngularJS;ASP.NET;Deno;Express;jQuery;Laravel;Next.js;Node.js;React;Vue.js;WordPress","Other","ChatGPT","Writing code;Documenting code;Testing code","Employed, full-time","Employed"
"164","Pretoria Campus","IT","I am a developer by profession","Developer, front-end","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;TypeScript","PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Render;Vercel","Node.js;Svelte;Vue.js","Financial Services","ChatGPT","Writing code;Documenting code","Employed, full-time","Employed"
"165","Pretoria Campus","Computer Science","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript","MongoDB;MySQL","Cloudflare;Digital Ocean;Firebase","Django;Flask;Next.js;Node.js;React;Svelte","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase;Project planning;Debugging and getting help;Committing and reviewing code","Employed, full-time;Independent contractor, freelancer, or self-employed;Student, full-time","Employed"
"166","Durban Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","HTML/CSS;JavaScript;Ruby;SQL;TypeScript","PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Fly.io;Heroku;Netlify","React;Ruby on Rails","Other","ChatGPT","Writing code;Testing code","Employed, full-time","Employed"
"167","East London Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;TypeScript;Visual Basic (.Net)","MariaDB;Microsoft SQL Server;MySQL","Cloudflare;Digital Ocean;Managed Hosting;Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor;jQuery","Healthcare","Bing AI","Debugging and getting help;Other (please describe)","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Employed"
"168","Mbombela Campus","IT","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Python;TypeScript","MongoDB;MySQL","Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Heroku;Vercel","Express;Next.js;Node.js;React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Debugging and getting help","Employed, full-time","Employed"
"169","Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Elasticsearch;MongoDB","Cloudflare;Firebase;Google Cloud;Linode, now Akamai;Oracle Cloud Infrastructure (OCI);Vercel","AngularJS;Deno;Express;Flask;NestJS;Next.js;Node.js;React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;Google Bard AI","Writing code;Documenting code;Testing code","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"170","Durban Campus","Data Science","I am a developer by profession","Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;C#;C++;Delphi;Java;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript;VBA;Visual Basic (.Net)","BigQuery;Cosmos DB;Elasticsearch;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite","Digital Ocean;Google Cloud;Microsoft Azure","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;FastAPI;Flask;jQuery;Node.js;WordPress","Advertising Services","ChatGPT","Project planning;Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"171","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lua;MATLAB;PHP;Python;R;Ruby;Rust;SAS;SQL;TypeScript;Visual Basic (.Net)","BigQuery;Cassandra;Cockroachdb;Couch DB;Dynamodb;Elasticsearch;Firebase Realtime Database;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure;OpenShift;OpenStack;VMware","Angular;Django;Drupal;FastAPI;Flask;Gatsby;Node.js;React;Svelte;Vue.js;WordPress","Advertising Services","Bing AI;ChatGPT;WolframAlpha","Writing code;Documenting code","Employed, full-time","Employed"
"172","Mbombela Campus","IT","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Python;R;SQL","MariaDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean;Vultr","FastAPI;Flask;jQuery","Healthcare","ChatGPT;WolframAlpha","Writing code;Debugging and getting help","Employed, full-time","Employed"
"173","Durban Campus","IT","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Python;SQL","Clickhouse;Elasticsearch;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;Solr","Amazon Web Services (AWS)","Django;FastAPI;Flask","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;Neeva AI","Writing code;Documenting code;Debugging and getting help","Employed, full-time","Employed"
"174","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","DevOps specialist","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Go;HTML/CSS;Java;JavaScript;Python;R;Rust","DuckDB;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite","Cloudflare;Digital Ocean;Firebase;Fly.io;Render;Vercel;VMware","Deno;FastAPI;Flask;Gatsby;Next.js;Node.js;React;Svelte","Higher Education","ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"175","Pretoria Campus","Data Science","I am a developer by profession","Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Elixir;Erlang;HTML/CSS;JavaScript;Ruby;SQL;TypeScript","Microsoft SQL Server;Oracle;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Fly.io;Heroku;Microsoft Azure","Phoenix;Svelte","Financial Services","ChatGPT","Writing code;Documenting code","Employed, full-time","Employed"
"176","East London Campus","Computer Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA","Cosmos DB;Dynamodb;Microsoft Access;Microsoft SQL Server;MySQL","Amazon Web Services (AWS);Microsoft Azure","Angular;AngularJS;Node.js","Oil & Gas","ChatGPT","Writing code;Debugging and getting help","Employed, full-time","Employed"
"177","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","C++;Go;HTML/CSS;JavaScript;Python;SQL","Elasticsearch;MariaDB;MySQL;PostgreSQL","Amazon Web Services (AWS)","Django;FastAPI","Oil & Gas","ChatGPT","Writing code;Documenting code;Testing code;Committing and reviewing code","Employed, full-time;Student, part-time","Employed"
"178","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;Dart;Elixir;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript","Elasticsearch;MariaDB;MySQL;Oracle;PostgreSQL;Redis;SQLite;Supabase","Firebase;Google Cloud;Heroku;Vultr","Angular;Django;FastAPI;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Svelte;Symfony;Vue.js","Information Services, IT, Software Development, or other Technology","ChatGPT","Writing code;Testing code","Employed, full-time","Employed"
"179","Durban Campus","Data Science","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;SQL","Microsoft SQL Server;Neo4J","Microsoft Azure","FastAPI;Flask;Node.js","Manufacturing, Transportation, or Supply Chain","ChatGPT;WolframAlpha","Writing code;Debugging and getting help","Employed, full-time","Employed"
"180","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;Bash/Shell (all shells);C;C#;C++;Groovy;Haskell;HTML/CSS;MATLAB;PHP;PowerShell;Prolog;Python;R;SQL","MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Microsoft Azure","Angular;AngularJS;ASP.NET;ASP.NET CORE;CodeIgniter;Django;Drupal;Express;FastAPI;Flask;jQuery;Laravel;Next.js;Node.js;Symfony;Vue.js;WordPress","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT","Writing code","Employed, full-time;Employed, part-time","Employed"
"181","East London Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;PowerShell;SQL","Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;RavenDB;Redis","Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure","ASP.NET;ASP.NET CORE","Other","ChatGPT","Learning about a codebase;Writing code;Debugging and getting help","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"182","Mbombela Campus","Data Science","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Dart;HTML/CSS;JavaScript;Rust;TypeScript","Cloud Firestore;SQLite","Amazon Web Services (AWS);Firebase;Fly.io;Google Cloud;Heroku;Netlify;Vercel","Express;Next.js;Node.js;Remix;Svelte","Information Services, IT, Software Development, or other Technology","ChatGPT","Writing code;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring","Independent contractor, freelancer, or self-employed","Unemployed"
"183","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;JavaScript;SQL","PostgreSQL","Amazon Web Services (AWS)","ASP.NET CORE;jQuery;Node.js","Healthcare","ChatGPT","Learning about a codebase;Writing code;Debugging and getting help","Employed, full-time","Employed"
"184","Mbombela Campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Python;Rust","IBM DB2;PostgreSQL;Redis;SQLite","Linode, now Akamai;VMware","Django;FastAPI;Flask","Retail and Consumer Services","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"185","Mbombela Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;Solidity;TypeScript","Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Fly.io;Google Cloud;Vercel","Express;Next.js;Node.js;React","Financial Services","ChatGPT","Writing code;Debugging and getting help;Testing code;Committing and reviewing code","Employed, full-time","Employed"
"186","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Microsoft SQL Server;MongoDB;Redis","Amazon Web Services (AWS);Cloudflare;Microsoft Azure;Vercel;Vultr","Express;Next.js;Node.js;React;WordPress","Other","Bing AI;ChatGPT","Writing code;Documenting code","Employed, full-time","Employed"
"187","Mbombela Campus","Data Science","I am a developer by profession","Security professional","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;VBA","Dynamodb;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Google Cloud;Managed Hosting;Microsoft Azure","FastAPI;Gatsby;jQuery;Node.js;React","Healthcare","ChatGPT","Writing code;Documenting code;Committing and reviewing code","Employed, full-time;Student, full-time","Employed"
